attribute,category,bundles,bundle_specific_attribute,normalized_freq,importance_rating,columnwise_similarity
is available for each price range,musical instruments,"1, 2, 3",False,0.058824,2.833333,0.809524
is available for each price range,tools,"1, 2, 3",False,0.058824,,0.809524
is available for each price range,vehicles,"1, 2, 3",False,0.058824,,0.809524
is functional,clothing,"1, 4, 5, 6",False,0.058824,,0.911504
is functional,kitchen utensils,"1, 4, 5, 6",False,0.058824,5.833333,0.911504
is functional,tools,"1, 4, 5, 6",False,0.058824,,0.911504
is functional,vehicles,"1, 4, 5, 6",False,0.058824,,0.911504
is functional,weapons,"1, 4, 5, 6",False,0.058824,,0.911504
is made of steel,kitchen utensils,1,True,0.000000,,0.317073
is made of steel,tools,1,True,0.000000,,0.317073
is made of steel,vehicles,1,True,0.000000,,0.317073
is made of steel,weapons,1,True,0.000000,,0.317073
is a tool,kitchen utensils,6,True,0.117647,4.750000,0.800000
is a tool,tools,6,True,0.117647,6.500000,0.800000
is dangerous,kitchen utensils,5,True,0.382353,,0.416667
is dangerous,tools,5,True,0.382353,,0.416667
is dangerous,vehicles,5,True,0.382353,,0.416667
is dangerous,weapons,5,True,0.382353,6.416667,0.416667
is dangerous for children,kitchen utensils,"4, 5",False,0.029412,,0.527778
is dangerous for children,tools,"4, 5",False,0.029412,,0.527778
is dangerous for children,vehicles,"4, 5",False,0.029412,,0.527778
is dangerous for children,weapons,"4, 5",False,0.029412,,0.527778
is violent,kitchen utensils,5,True,0.058824,,0.615385
is violent,weapons,5,True,0.058824,5.750000,0.615385
is healthy,vehicles,,False,0.000000,,0.000000
is slippery,kitchen utensils,,False,0.000000,,0.000000
is slippery,musical instruments,,False,0.000000,,0.000000
is slippery,tools,,False,0.000000,,0.000000
is slippery,weapons,,False,0.000000,,0.000000
is golden,musical instruments,,False,0.000000,,0.000000
is grey,kitchen utensils,6,True,0.058824,2.250000,0.459459
is grey,tools,6,True,0.058824,,0.459459
is grey,weapons,6,True,0.058824,,0.459459
is green,vehicles,,False,0.000000,,0.000000
is green,weapons,,False,0.000000,,0.000000
is big,kitchen utensils,4,True,0.058824,,0.512195
is big,musical instruments,4,True,0.058824,,0.512195
is big,tools,4,True,0.058824,3.166667,0.512195
is big,vehicles,4,True,0.058824,,0.512195
is big,weapons,4,True,0.058824,,0.512195
comes in very handy,clothing,"1, 4, 6",False,0.529412,,0.833333
comes in very handy,kitchen utensils,"1, 4, 6",False,0.529412,4.666667,0.833333
comes in very handy,tools,"1, 4, 6",False,0.529412,5.916667,0.833333
comes in very handy,vehicles,"1, 4, 6",False,0.529412,5.166667,0.833333
is hard,kitchen utensils,"1, 3, 4, 5, 6",False,0.029412,,0.948529
is hard,musical instruments,"1, 3, 4, 5, 6",False,0.029412,,0.948529
is hard,tools,"1, 3, 4, 5, 6",False,0.029412,,0.948529
is hard,vehicles,"1, 3, 4, 5, 6",False,0.029412,,0.948529
is hard,weapons,"1, 3, 4, 5, 6",False,0.029412,3.666667,0.948529
is illegal,,,False,0.000000,,0.000000
is small,clothing,,False,0.029412,,0.000000
is small,kitchen utensils,,False,0.029412,,0.000000
is small,musical instruments,,False,0.029412,,0.000000
is small,tools,,False,0.029412,,0.000000
is small,vehicles,,False,0.029412,,0.000000
is colourful,clothing,2,True,0.000000,,0.615385
is colourful,kitchen utensils,2,True,0.000000,,0.615385
is colourful,vehicles,2,True,0.000000,,0.615385
is powerful,kitchen utensils,"4, 5",False,0.000000,,0.465517
is powerful,tools,"4, 5",False,0.000000,,0.465517
is powerful,vehicles,"4, 5",False,0.000000,,0.465517
is powerful,weapons,"4, 5",False,0.000000,,0.465517
is elongated,clothing,3,True,0.000000,,0.105263
is elongated,kitchen utensils,3,True,0.000000,,0.105263
is elongated,musical instruments,3,True,0.000000,,0.105263
is elongated,tools,3,True,0.000000,,0.105263
is elongated,vehicles,3,True,0.000000,,0.105263
is elongated,weapons,3,True,0.000000,,0.105263
is ugly,,,False,0.000000,,0.000000
is fun,vehicles,,False,0.029412,,0.000000
is light,clothing,2,True,0.000000,,0.540000
is light,kitchen utensils,2,True,0.000000,,0.540000
is light,musical instruments,2,True,0.000000,,0.540000
is light,tools,2,True,0.000000,,0.540000
is unwieldy,kitchen utensils,4,True,0.000000,,0.400000
is unwieldy,musical instruments,4,True,0.000000,,0.400000
is unwieldy,tools,4,True,0.000000,,0.400000
is unwieldy,vehicles,4,True,0.000000,,0.400000
is unwieldy,weapons,4,True,0.000000,,0.400000
is easy to work with,kitchen utensils,"1, 6",False,0.000000,,0.903226
is easy to work with,tools,"1, 6",False,0.000000,,0.903226
is polluting,vehicles,4,True,0.264706,4.583333,0.880000
is environmentally friendly,vehicles,,False,0.029412,3.250000,0.000000
is beautiful,musical instruments,3,True,0.088235,,0.481481
is multifunctional,kitchen utensils,,False,0.088235,4.333333,0.000000
is multifunctional,tools,,False,0.088235,5.000000,0.000000
is not expensive,clothing,1,True,0.000000,,0.400000
is not expensive,kitchen utensils,1,True,0.000000,,0.400000
is not expensive,tools,1,True,0.000000,,0.400000
is not expensive,vehicles,1,True,0.000000,,0.400000
is not for children,clothing,"4, 5, 6",False,0.000000,,0.690722
is not for children,kitchen utensils,"4, 5, 6",False,0.000000,,0.690722
is not for children,tools,"4, 5, 6",False,0.000000,,0.690722
is not for children,vehicles,"4, 5, 6",False,0.000000,,0.690722
is not for children,weapons,"4, 5, 6",False,0.000000,,0.690722
is useful,clothing,"1, 4, 6",False,0.058824,,0.864583
is useful,kitchen utensils,"1, 4, 6",False,0.058824,,0.864583
is useful,tools,"1, 4, 6",False,0.058824,,0.864583
is useful,vehicles,"1, 4, 6",False,0.058824,,0.864583
is pliable,clothing,,False,0.058824,3.583333,0.000000
is pliable,kitchen utensils,,False,0.058824,,0.000000
is stainless,kitchen utensils,"1, 4, 6",False,0.000000,,0.642857
is stainless,musical instruments,"1, 4, 6",False,0.000000,,0.642857
is stainless,tools,"1, 4, 6",False,0.000000,,0.642857
is stainless,vehicles,"1, 4, 6",False,0.000000,,0.642857
is stainless,weapons,"1, 4, 6",False,0.000000,,0.642857
is sharp,kitchen utensils,,False,0.088235,3.250000,0.000000
is sharp,tools,,False,0.088235,,0.000000
is sharp,weapons,,False,0.088235,,0.000000
is sexy,clothing,,False,0.000000,,0.000000
is firm,kitchen utensils,4,True,0.058824,3.750000,0.393443
is firm,tools,4,True,0.058824,,0.393443
is firm,vehicles,4,True,0.058824,,0.393443
is firm,weapons,4,True,0.058824,,0.393443
for sale in a music shop,musical instruments,3,True,0.029412,6.250000,1.000000
can be seen on television,clothing,"2, 3, 4, 5, 6",False,0.000000,,0.985185
can be seen on television,kitchen utensils,"2, 3, 4, 5, 6",False,0.000000,,0.985185
can be seen on television,musical instruments,"2, 3, 4, 5, 6",False,0.000000,,0.985185
can be seen on television,tools,"2, 3, 4, 5, 6",False,0.000000,,0.985185
can be seen on television,vehicles,"2, 3, 4, 5, 6",False,0.000000,,0.985185
can be seen on television,weapons,"2, 3, 4, 5, 6",False,0.000000,,0.985185
is made of iron,kitchen utensils,,False,0.058824,,0.000000
is made of iron,tools,,False,0.058824,,0.000000
is made of iron,weapons,,False,0.058824,,0.000000
is made of cotton,clothing,2,True,0.000000,,0.580645
is made of cotton,kitchen utensils,2,True,0.000000,,0.580645
is made of copper,kitchen utensils,,False,0.000000,,0.000000
is made of copper,musical instruments,,False,0.000000,,0.000000
is made of fabric,clothing,2,True,0.205882,5.250000,0.818182
is made of fabric,kitchen utensils,2,True,0.205882,,0.818182
is made of fabric,musical instruments,2,True,0.205882,,0.818182
is made of textile,clothing,2,True,0.029412,5.583333,0.818182
is made of textile,kitchen utensils,2,True,0.029412,,0.818182
is made of textile,musical instruments,2,True,0.029412,,0.818182
is made of textile,vehicles,2,True,0.029412,,0.818182
is made of wool,clothing,,False,0.029412,3.916667,0.000000
is forbidden,weapons,,False,0.029412,4.416667,0.000000
is warm,clothing,,False,0.000000,,0.000000
is warm,kitchen utensils,,False,0.000000,,0.000000
is white,kitchen utensils,,False,0.029412,2.250000,0.000000
is white,vehicles,,False,0.029412,,0.000000
is soft,clothing,2,True,0.000000,,0.709677
is soft,kitchen utensils,2,True,0.000000,,0.709677
is silver-coloured,kitchen utensils,"1, 6",False,0.000000,,0.492537
is silver-coloured,musical instruments,"1, 6",False,0.000000,,0.492537
is silver-coloured,tools,"1, 6",False,0.000000,,0.492537
is silver-coloured,vehicles,"1, 6",False,0.000000,,0.492537
is silver-coloured,weapons,"1, 6",False,0.000000,,0.492537
is heavy,kitchen utensils,4,True,0.147059,,0.470588
is heavy,musical instruments,4,True,0.147059,,0.470588
is heavy,tools,4,True,0.147059,,0.470588
is heavy,vehicles,4,True,0.147059,,0.470588
is heavy,weapons,4,True,0.147059,2.583333,0.470588
is black,clothing,,False,0.176471,,0.000000
is black,musical instruments,,False,0.176471,,0.000000
is black,weapons,,False,0.176471,2.583333,0.000000
you can transport things with it,tools,4,True,0.147059,,0.758621
you can transport things with it,vehicles,4,True,0.147059,6.333333,0.758621
you can kill someone with it,kitchen utensils,"4, 5",False,0.470588,,0.535714
you can kill someone with it,tools,"4, 5",False,0.470588,,0.535714
you can kill someone with it,vehicles,"4, 5",False,0.470588,,0.535714
you can kill someone with it,weapons,"4, 5",False,0.470588,6.500000,0.535714
you can injure someone with it,kitchen utensils,"4, 5",False,0.382353,,0.461538
you can injure someone with it,tools,"4, 5",False,0.382353,4.750000,0.461538
you can injure someone with it,vehicles,"4, 5",False,0.382353,,0.461538
you can injure someone with it,weapons,"4, 5",False,0.382353,6.583333,0.461538
you have to be able to read notes for it,musical instruments,3,True,0.117647,5.583333,0.851852
you have to blow on it,musical instruments,3,True,0.058824,3.750000,0.370370
can be used as weapon,kitchen utensils,5,True,0.000000,,0.380952
can be used as weapon,tools,5,True,0.000000,,0.380952
can be used as weapon,weapons,5,True,0.000000,,0.380952
can be electronic,kitchen utensils,,False,0.029412,4.583333,0.000000
can be electronic,tools,,False,0.029412,,0.000000
can be carried,clothing,2,True,0.000000,,1.000000
can be carried,kitchen utensils,2,True,0.000000,,1.000000
can go in dishwasher,kitchen utensils,1,True,0.000000,,0.545455
can be dishwashed,kitchen utensils,1,True,0.058824,4.333333,0.666667
can be played on,musical instruments,3,True,0.264706,6.583333,1.000000
can be manufactured by yourself,clothing,2,True,0.147059,,0.562500
can be manufactured by yourself,weapons,2,True,0.147059,,0.562500
can be a status symbol,clothing,,False,0.205882,4.250000,0.000000
can be a status symbol,vehicles,,False,0.205882,5.416667,0.000000
can sound out of tune,musical instruments,3,True,0.000000,,0.740741
can become dirty,clothing,"1, 2, 3, 4, 5, 6",False,0.000000,,1.000000
can become dirty,kitchen utensils,"1, 2, 3, 4, 5, 6",False,0.000000,,1.000000
can become dirty,musical instruments,"1, 2, 3, 4, 5, 6",False,0.000000,,1.000000
can become dirty,tools,"1, 2, 3, 4, 5, 6",False,0.000000,,1.000000
can become dirty,vehicles,"1, 2, 3, 4, 5, 6",False,0.000000,,1.000000
can become dirty,weapons,"1, 2, 3, 4, 5, 6",False,0.000000,,1.000000
occurs often in films,weapons,,False,0.029412,3.666667,0.000000
featured in a brass band,musical instruments,,False,0.029412,5.416667,0.000000
bought in a store,clothing,"1, 2, 3, 5, 6",False,0.235294,4.333333,0.901316
bought in a store,kitchen utensils,"1, 2, 3, 5, 6",False,0.235294,3.666667,0.901316
bought in a store,musical instruments,"1, 2, 3, 5, 6",False,0.235294,,0.901316
bought in a store,tools,"1, 2, 3, 5, 6",False,0.235294,,0.901316
bought in a store,vehicles,"1, 2, 3, 5, 6",False,0.235294,3.166667,0.901316
bought in a store,weapons,"1, 2, 3, 5, 6",False,0.235294,,0.901316
makes a special noise,kitchen utensils,"3, 4",False,0.029412,,0.693548
makes a special noise,musical instruments,"3, 4",False,0.029412,5.333333,0.693548
makes a special noise,tools,"3, 4",False,0.029412,,0.693548
makes a special noise,vehicles,"3, 4",False,0.029412,,0.693548
makes a special noise,weapons,"3, 4",False,0.029412,,0.693548
makes a humming sound,kitchen utensils,,False,0.000000,,0.000000
makes a humming sound,vehicles,,False,0.000000,,0.000000
produces sound,kitchen utensils,"3, 4",False,0.352941,,0.684932
produces sound,musical instruments,"3, 4",False,0.352941,6.583333,0.684932
produces sound,tools,"3, 4",False,0.352941,,0.684932
produces sound,vehicles,"3, 4",False,0.352941,,0.684932
produces sound,weapons,"3, 4",False,0.352941,,0.684932
produces noise,kitchen utensils,"3, 4",False,0.264706,2.583333,0.735294
produces noise,musical instruments,"3, 4",False,0.264706,,0.735294
produces noise,tools,"3, 4",False,0.264706,4.666667,0.735294
produces noise,vehicles,"3, 4",False,0.264706,5.416667,0.735294
produces noise,weapons,"3, 4",False,0.264706,,0.735294
produces different sounds,kitchen utensils,"3, 4",False,0.088235,,0.759259
produces different sounds,musical instruments,"3, 4",False,0.088235,5.666667,0.759259
produces different sounds,vehicles,"3, 4",False,0.088235,,0.759259
has to be tuned,musical instruments,,False,0.000000,,0.000000
has to be washed after use,kitchen utensils,1,True,0.176471,5.166667,0.515152
one has to learn how to play,musical instruments,3,True,0.058824,6.500000,1.000000
needs to be washed,clothing,"1, 2",False,0.176471,5.500000,0.677419
needs to be washed,kitchen utensils,"1, 2",False,0.176471,,0.677419
needs to be supported,,,False,0.000000,,0.000000
drives on land,vehicles,,False,0.000000,,0.000000
drives on land,weapons,,False,0.000000,,0.000000
smells like washing powder,clothing,2,True,0.000000,,0.580645
smells like washing powder,kitchen utensils,2,True,0.000000,,0.580645
stands up straight,kitchen utensils,,False,0.000000,,0.000000
stands up straight,musical instruments,,False,0.000000,,0.000000
stands up straight,vehicles,,False,0.000000,,0.000000
stinks,vehicles,4,True,0.000000,,0.360000
its vibrations produce sounds,musical instruments,3,True,0.000000,,0.900000
its vibrations produce sounds,tools,3,True,0.000000,,0.900000
its vibrations produce sounds,weapons,3,True,0.000000,,0.900000
often found to be frightening,weapons,5,True,0.000000,,0.560000
uses fuel,tools,4,True,0.088235,,0.769231
uses fuel,vehicles,4,True,0.088235,4.916667,0.769231
uses fuel,weapons,4,True,0.088235,,0.769231
requires a special drivers licence,vehicles,4,True,0.000000,,0.440000
requires a special drivers licence,weapons,4,True,0.000000,,0.440000
destroys,tools,5,True,0.117647,,0.466667
destroys,vehicles,5,True,0.117647,,0.466667
destroys,weapons,5,True,0.117647,5.000000,0.466667
causes traffic jams,vehicles,4,True,0.000000,,0.320000
can be found in a garage,tools,,False,0.000000,,0.000000
can be found in a garage,vehicles,,False,0.000000,,0.000000
was used in early ages,kitchen utensils,,False,0.264706,,0.000000
was used in early ages,tools,,False,0.264706,4.833333,0.000000
was used in early ages,vehicles,,False,0.264706,,0.000000
was used in early ages,weapons,,False,0.264706,,0.000000
played by a musician,musical instruments,3,True,0.058824,6.500000,1.000000
used daily,clothing,,False,0.000000,,0.000000
used daily,kitchen utensils,,False,0.000000,,0.000000
used daily,vehicles,,False,0.000000,,0.000000
used as decoration,,,False,0.029412,,0.000000
used for cooking,kitchen utensils,,False,0.264706,6.750000,0.000000
used in sports,clothing,,False,0.029412,,0.000000
used in sports,vehicles,,False,0.029412,,0.000000
used by workers,kitchen utensils,6,True,0.000000,,0.928571
used by workers,tools,6,True,0.000000,,0.928571
used by criminals,tools,,False,0.058824,,0.000000
used by criminals,weapons,,False,0.058824,6.250000,0.000000
used by cooks,kitchen utensils,1,True,0.000000,,0.939394
used by everybody,kitchen utensils,,False,0.058824,,0.000000
