attribute,category,bundles,bundle_specific_attribute,normalized_freq,importance_rating,columnwise_similarity
skin can be used for clothes,mammals,,False,0.020534,3.250000,0.000000
skin can be used for clothes,reptiles,,False,0.020534,,0.000000
is green-brown,birds,5,True,0.100616,,0.692308
is green-brown,fish,5,True,0.100616,,0.692308
is green-brown,insects,5,True,0.100616,3.750000,0.692308
is green-brown,reptiles,5,True,0.100616,5.333333,0.692308
jumps,birds,"1, 2",False,0.112936,4.083333,0.543210
jumps,fish,"1, 2",False,0.112936,,0.543210
jumps,insects,"1, 2",False,0.112936,,0.543210
jumps,mammals,"1, 2",False,0.112936,4.000000,0.543210
jumps,reptiles,"1, 2",False,0.112936,3.833333,0.543210
lives under the ground,insects,4,True,0.049281,5.000000,0.212121
lives under the ground,mammals,4,True,0.049281,,0.212121
lives under the ground,reptiles,4,True,0.049281,3.666667,0.212121
has a long neck,birds,,False,0.127310,2.750000,0.000000
has a long neck,mammals,,False,0.127310,2.916667,0.000000
does not migrate in the winter,birds,"1, 2, 3, 4, 5",False,0.039014,3.333333,1.000000
does not migrate in the winter,fish,"1, 2, 3, 4, 5",False,0.039014,,1.000000
does not migrate in the winter,insects,"1, 2, 3, 4, 5",False,0.039014,,1.000000
does not migrate in the winter,mammals,"1, 2, 3, 4, 5",False,0.039014,,1.000000
does not migrate in the winter,reptiles,"1, 2, 3, 4, 5",False,0.039014,,1.000000
is orange,birds,,False,0.022587,,0.000000
is orange,fish,,False,0.022587,4.583333,0.000000
is orange,mammals,,False,0.022587,,0.000000
is orange,reptiles,,False,0.022587,,0.000000
likes rolling in mud,birds,,False,0.026694,,0.000000
likes rolling in mud,mammals,,False,0.026694,3.166667,0.000000
feline,mammals,,False,0.034908,4.083333,0.000000
eats rats and mice,birds,5,True,0.022587,,0.464286
eats rats and mice,mammals,5,True,0.022587,,0.464286
eats rats and mice,reptiles,5,True,0.022587,5.083333,0.464286
can have different colors,birds,"2, 3, 4, 5",False,0.117043,5.333333,0.577586
can have different colors,fish,"2, 3, 4, 5",False,0.117043,5.416667,0.577586
can have different colors,insects,"2, 3, 4, 5",False,0.117043,5.083333,0.577586
can have different colors,mammals,"2, 3, 4, 5",False,0.117043,4.583333,0.577586
can have different colors,reptiles,"2, 3, 4, 5",False,0.117043,5.416667,0.577586
cartoon figure,birds,"1, 2",False,0.053388,3.583333,0.512821
cartoon figure,fish,"1, 2",False,0.053388,,0.512821
cartoon figure,insects,"1, 2",False,0.053388,,0.512821
cartoon figure,mammals,"1, 2",False,0.053388,2.583333,0.512821
cartoon figure,reptiles,"1, 2",False,0.053388,,0.512821
is a carnivore,birds,"1, 2, 3, 4, 5",False,0.158111,3.333333,0.976744
is a carnivore,fish,"1, 2, 3, 4, 5",False,0.158111,3.250000,0.976744
is a carnivore,insects,"1, 2, 3, 4, 5",False,0.158111,,0.976744
is a carnivore,mammals,"1, 2, 3, 4, 5",False,0.158111,5.250000,0.976744
is a carnivore,reptiles,"1, 2, 3, 4, 5",False,0.158111,5.166667,0.976744
is tasty,birds,3,True,0.190965,3.416667,0.594595
is tasty,fish,3,True,0.190965,4.916667,0.594595
is tasty,mammals,3,True,0.190965,,0.594595
is big,birds,"1, 5",False,0.704312,2.750000,0.500000
is big,fish,"1, 5",False,0.704312,3.500000,0.500000
is big,mammals,"1, 5",False,0.704312,3.750000,0.500000
is big,reptiles,"1, 5",False,0.704312,4.166667,0.500000
is sometimes eaten by man,birds,"1, 3, 5",False,0.047228,,0.688889
is sometimes eaten by man,fish,"1, 3, 5",False,0.047228,,0.688889
is sometimes eaten by man,insects,"1, 3, 5",False,0.047228,4.833333,0.688889
is sometimes eaten by man,mammals,"1, 3, 5",False,0.047228,,0.688889
is sometimes eaten by man,reptiles,"1, 3, 5",False,0.047228,,0.688889
lives in australia,birds,"1, 4, 5",False,0.030801,,0.622222
lives in australia,fish,"1, 4, 5",False,0.030801,,0.622222
lives in australia,insects,"1, 4, 5",False,0.030801,,0.622222
lives in australia,mammals,"1, 4, 5",False,0.030801,3.416667,0.622222
lives in australia,reptiles,"1, 4, 5",False,0.030801,,0.622222
is a carnivore and herbivore,birds,,False,0.014374,,0.000000
is a carnivore and herbivore,mammals,,False,0.014374,,0.000000
is a carnivore and herbivore,reptiles,,False,0.014374,6.000000,0.000000
is fin-footed,birds,,False,0.047228,3.416667,0.000000
is fin-footed,mammals,,False,0.047228,,0.000000
is fin-footed,reptiles,,False,0.047228,,0.000000
soft fur,mammals,1,True,0.036961,5.500000,0.700000
king of animals,mammals,,False,0.026694,3.333333,0.000000
the meat is eaten,birds,"1, 2, 3, 4, 5",False,0.123203,,0.992248
the meat is eaten,fish,"1, 2, 3, 4, 5",False,0.123203,,0.992248
the meat is eaten,insects,"1, 2, 3, 4, 5",False,0.123203,,0.992248
the meat is eaten,mammals,"1, 2, 3, 4, 5",False,0.123203,4.916667,0.992248
the meat is eaten,reptiles,"1, 2, 3, 4, 5",False,0.123203,,0.992248
is poisonous,reptiles,5,True,0.069815,4.583333,0.444444
occasionally washes ashore,fish,,False,0.020534,4.666667,0.000000
can jump far,insects,1,True,0.090349,4.416667,0.210526
can jump far,mammals,1,True,0.090349,3.250000,0.210526
can jump far,reptiles,1,True,0.090349,,0.210526
has a large wingspread,birds,,False,0.049281,4.916667,0.000000
has a large wingspread,mammals,,False,0.049281,,0.000000
lives by the sea,birds,"3, 4",False,0.041068,3.666667,0.769231
lives by the sea,fish,"3, 4",False,0.041068,,0.769231
lives by the sea,insects,"3, 4",False,0.041068,,0.769231
lives by the sea,mammals,"3, 4",False,0.041068,,0.769231
lives by the sea,reptiles,"3, 4",False,0.041068,,0.769231
hibernates,insects,,False,0.022587,,0.000000
hibernates,mammals,,False,0.022587,3.583333,0.000000
hibernates,reptiles,,False,0.022587,,0.000000
tastes salty,fish,3,True,0.030801,4.000000,0.750000
stinks,birds,"3, 5",False,0.129363,2.166667,0.493976
stinks,fish,"3, 5",False,0.129363,4.916667,0.493976
stinks,insects,"3, 5",False,0.129363,,0.493976
stinks,mammals,"3, 5",False,0.129363,3.250000,0.493976
stinks,reptiles,"3, 5",False,0.129363,3.166667,0.493976
is long,birds,"3, 4, 5",False,0.158111,,0.464286
is long,fish,"3, 4, 5",False,0.158111,4.416667,0.464286
is long,insects,"3, 4, 5",False,0.158111,3.166667,0.464286
is long,mammals,"3, 4, 5",False,0.158111,,0.464286
is long,reptiles,"3, 4, 5",False,0.158111,4.500000,0.464286
adores sweetness,insects,,False,0.039014,5.083333,0.000000
adores sweetness,mammals,,False,0.039014,,0.000000
eats leaves from trees,mammals,1,True,0.022587,3.500000,0.400000
eats leaves from trees,reptiles,1,True,0.022587,,0.400000
is red,birds,,False,0.039014,2.083333,0.000000
is red,insects,,False,0.039014,3.750000,0.000000
lives in a damp climate,birds,"3, 5",False,0.039014,,0.719298
lives in a damp climate,fish,"3, 5",False,0.039014,,0.719298
lives in a damp climate,insects,"3, 5",False,0.039014,5.083333,0.719298
lives in a damp climate,mammals,"3, 5",False,0.039014,,0.719298
lives in a damp climate,reptiles,"3, 5",False,0.039014,4.666667,0.719298
has a shield,insects,,False,0.137577,5.083333,0.000000
has a shield,reptiles,,False,0.137577,4.833333,0.000000
prehistoric animal,reptiles,,False,0.014374,5.083333,0.000000
is a fish,fish,3,True,0.552361,6.333333,0.833333
you can ride on it,birds,,False,0.069815,,0.000000
you can ride on it,mammals,,False,0.069815,3.416667,0.000000
has antlers,mammals,,False,0.024641,3.000000,0.000000
eats mice,birds,5,True,0.039014,2.916667,0.361111
eats mice,mammals,5,True,0.039014,,0.361111
eats mice,reptiles,5,True,0.039014,,0.361111
is black and white,birds,,False,0.174538,3.000000,0.000000
is black and white,fish,,False,0.174538,3.000000,0.000000
is black and white,mammals,,False,0.174538,2.583333,0.000000
eats grain,birds,2,True,0.045175,5.000000,0.589744
eats grain,mammals,2,True,0.045175,3.500000,0.589744
can't fly,birds,"1, 3, 4, 5",False,0.053388,2.833333,0.800000
can't fly,fish,"1, 3, 4, 5",False,0.053388,,0.800000
can't fly,insects,"1, 3, 4, 5",False,0.053388,4.083333,0.800000
can't fly,mammals,"1, 3, 4, 5",False,0.053388,,0.800000
can't fly,reptiles,"1, 3, 4, 5",False,0.053388,,0.800000
feels soft,mammals,1,True,0.061602,4.750000,0.733333
bleats,mammals,,False,0.002053,3.083333,0.000000
lives in grass,birds,"1, 2, 4, 5",False,0.057495,,0.792453
lives in grass,insects,"1, 2, 4, 5",False,0.057495,5.500000,0.792453
lives in grass,mammals,"1, 2, 4, 5",False,0.057495,,0.792453
lives in grass,reptiles,"1, 2, 4, 5",False,0.057495,,0.792453
makes a squeaky sound,birds,,False,0.028747,,0.000000
makes a squeaky sound,mammals,,False,0.028747,3.000000,0.000000
lives in tropical areas,birds,"1, 4, 5",False,0.057495,3.333333,0.687500
lives in tropical areas,fish,"1, 4, 5",False,0.057495,,0.687500
lives in tropical areas,insects,"1, 4, 5",False,0.057495,,0.687500
lives in tropical areas,mammals,"1, 4, 5",False,0.057495,,0.687500
lives in tropical areas,reptiles,"1, 4, 5",False,0.057495,5.250000,0.687500
makes a sound,birds,"1, 2, 5",False,0.112936,5.750000,0.838710
makes a sound,fish,"1, 2, 5",False,0.112936,3.416667,0.838710
makes a sound,insects,"1, 2, 5",False,0.112936,5.583333,0.838710
makes a sound,mammals,"1, 2, 5",False,0.112936,,0.838710
makes a sound,reptiles,"1, 2, 5",False,0.112936,,0.838710
writhes (twists),fish,5,True,0.018480,,0.590909
writhes (twists),insects,5,True,0.018480,,0.590909
writhes (twists),reptiles,5,True,0.018480,4.500000,0.590909
barks,mammals,,False,0.026694,3.416667,0.000000
comes up to light,insects,,False,0.032854,4.916667,0.000000
comes up to light,mammals,,False,0.032854,,0.000000
comes up to light,reptiles,,False,0.032854,,0.000000
is not very popular among man,birds,"4, 5",False,0.041068,,0.709677
is not very popular among man,fish,"4, 5",False,0.041068,,0.709677
is not very popular among man,insects,"4, 5",False,0.041068,5.083333,0.709677
is not very popular among man,mammals,"4, 5",False,0.041068,,0.709677
is not very popular among man,reptiles,"4, 5",False,0.041068,,0.709677
somtimes used in a circus,birds,,False,0.020534,,0.000000
somtimes used in a circus,mammals,,False,0.020534,3.750000,0.000000
is a reptile,reptiles,5,True,0.252567,6.750000,0.900000
exists for ages,birds,"1, 2, 3, 4, 5",False,0.014374,,1.000000
exists for ages,fish,"1, 2, 3, 4, 5",False,0.014374,,1.000000
exists for ages,insects,"1, 2, 3, 4, 5",False,0.014374,,1.000000
exists for ages,mammals,"1, 2, 3, 4, 5",False,0.014374,,1.000000
exists for ages,reptiles,"1, 2, 3, 4, 5",False,0.014374,5.666667,1.000000
has a pointed mouth,birds,2,True,0.080082,5.416667,0.882353
has a pointed mouth,fish,2,True,0.080082,3.833333,0.882353
eats seed,birds,2,True,0.036961,5.916667,0.848485
eats seed,mammals,2,True,0.036961,,0.848485
causes itching,insects,,False,0.094456,5.416667,0.000000
has a hunch,mammals,,False,0.041068,3.000000,0.000000
is lethal,birds,5,True,0.014374,,0.323529
is lethal,fish,5,True,0.014374,,0.323529
is lethal,insects,5,True,0.014374,,0.323529
is lethal,mammals,5,True,0.014374,,0.323529
is lethal,reptiles,5,True,0.014374,4.333333,0.323529
is a pet,birds,5,True,0.301848,3.500000,0.250000
is a pet,fish,5,True,0.301848,4.916667,0.250000
is a pet,mammals,5,True,0.301848,4.666667,0.250000
is a pet,reptiles,5,True,0.301848,4.666667,0.250000
has white and black stripes,mammals,,False,0.022587,2.666667,0.000000
is tinned,fish,3,True,0.041068,4.833333,0.833333
is found on plants,fish,4,True,0.022587,,0.925926
is found on plants,insects,4,True,0.022587,5.083333,0.925926
frightens people,birds,"4, 5",False,0.059548,,0.452055
frightens people,fish,"4, 5",False,0.059548,3.750000,0.452055
frightens people,insects,"4, 5",False,0.059548,,0.452055
frightens people,mammals,"4, 5",False,0.059548,3.666667,0.452055
frightens people,reptiles,"4, 5",False,0.059548,4.416667,0.452055
is white,birds,,False,0.238193,2.750000,0.000000
is white,fish,,False,0.238193,3.500000,0.000000
is white,insects,,False,0.238193,2.916667,0.000000
is white,mammals,,False,0.238193,2.166667,0.000000
is white,reptiles,,False,0.238193,,0.000000
is fished for,fish,3,True,0.174538,5.750000,0.958333
lives in a hole,mammals,,False,0.030801,3.166667,0.000000
lives in a hole,reptiles,,False,0.030801,,0.000000
is hunted,birds,"1, 3, 5",False,0.135524,5.166667,0.666667
is hunted,fish,"1, 3, 5",False,0.135524,5.333333,0.666667
is hunted,mammals,"1, 3, 5",False,0.135524,4.583333,0.666667
is hunted,reptiles,"1, 3, 5",False,0.135524,,0.666667
has many paws,insects,4,True,0.053388,5.000000,0.961538
is well camouflaged,birds,"2, 5",False,0.022587,,0.333333
is well camouflaged,fish,"2, 5",False,0.022587,4.833333,0.333333
is well camouflaged,insects,"2, 5",False,0.022587,,0.333333
is well camouflaged,mammals,"2, 5",False,0.022587,,0.333333
is well camouflaged,reptiles,"2, 5",False,0.022587,,0.333333
lives nearby the water,birds,"3, 5",False,0.067762,,0.736842
lives nearby the water,fish,"3, 5",False,0.067762,,0.736842
lives nearby the water,insects,"3, 5",False,0.067762,4.916667,0.736842
lives nearby the water,mammals,"3, 5",False,0.067762,,0.736842
lives nearby the water,reptiles,"3, 5",False,0.067762,5.250000,0.736842
