attribute,category,bundles,bundle_specific_attribute,normalized_freq,importance_rating,columnwise_similarity
seen mainly in summer,insects,5,True,0.162218,5.333333,0.000000
is a salt-water fish,fish,"1, 2, 3, 4, 5",False,0.032854,5.416667,0.248062
is a salt-water fish,mammals,"1, 2, 3, 4, 5",False,0.032854,,0.248062
is a salt-water fish,reptiles,"1, 2, 3, 4, 5",False,0.032854,,0.248062
has poison fangs,insects,,False,0.006160,,0.000000
has poison fangs,reptiles,,False,0.006160,4.916667,0.000000
eats from flowers,insects,,False,0.002053,5.166667,0.000000
eats from flowers,mammals,,False,0.002053,,0.000000
grazes,mammals,"1, 2, 3, 4, 5",False,0.002053,4.416667,0.093023
sucks blood,insects,3,True,0.086242,5.500000,0.000000
has a tail,birds,4,True,0.326489,5.583333,0.278846
has a tail,fish,4,True,0.326489,5.416667,0.278846
has a tail,insects,4,True,0.326489,,0.278846
has a tail,mammals,4,True,0.326489,4.083333,0.278846
has a tail,reptiles,4,True,0.326489,5.416667,0.278846
is beautiful,birds,,False,0.147844,4.000000,0.000000
is beautiful,fish,,False,0.147844,4.083333,0.000000
is beautiful,insects,,False,0.147844,2.333333,0.000000
is beautiful,mammals,,False,0.147844,4.000000,0.000000
is beautiful,reptiles,,False,0.147844,2.833333,0.000000
is a bird of prey,birds,,False,0.078029,4.666667,0.000000
mammal,fish,"2, 3",False,0.568789,3.416667,0.037037
mammal,mammals,"2, 3",False,0.568789,6.416667,0.037037
strong animal,birds,"1, 2, 3, 4, 5",False,0.043121,,0.348837
strong animal,fish,"1, 2, 3, 4, 5",False,0.043121,,0.348837
strong animal,insects,"1, 2, 3, 4, 5",False,0.043121,,0.348837
strong animal,mammals,"1, 2, 3, 4, 5",False,0.043121,4.250000,0.348837
strong animal,reptiles,"1, 2, 3, 4, 5",False,0.043121,,0.348837
is found in a pond,birds,"1, 2, 4, 5",False,0.039014,2.750000,0.068966
is found in a pond,fish,"1, 2, 4, 5",False,0.039014,5.916667,0.068966
is found in a pond,reptiles,"1, 2, 4, 5",False,0.039014,,0.068966
is not dangerous,birds,1,True,0.051335,4.000000,0.195122
is not dangerous,fish,1,True,0.051335,5.166667,0.195122
is not dangerous,insects,1,True,0.051335,5.166667,0.195122
is not dangerous,mammals,1,True,0.051335,,0.195122
is not dangerous,reptiles,1,True,0.051335,3.583333,0.195122
sits on flowers,insects,,False,0.032854,5.583333,0.000000
good sense of smell,birds,,False,0.000000,,0.000000
good sense of smell,fish,,False,0.000000,,0.000000
good sense of smell,insects,,False,0.000000,,0.000000
good sense of smell,mammals,,False,0.000000,5.500000,0.000000
good sense of smell,reptiles,,False,0.000000,,0.000000
prey,birds,"1, 2, 3, 4, 5",False,0.012320,,1.000000
prey,fish,"1, 2, 3, 4, 5",False,0.012320,,1.000000
prey,insects,"1, 2, 3, 4, 5",False,0.012320,,1.000000
prey,mammals,"1, 2, 3, 4, 5",False,0.012320,4.000000,1.000000
prey,reptiles,"1, 2, 3, 4, 5",False,0.012320,,1.000000
has claws,birds,,False,0.067762,4.416667,0.000000
has claws,mammals,,False,0.067762,4.000000,0.000000
has claws,reptiles,,False,0.067762,4.750000,0.000000
is green-brown,birds,"1, 2, 3, 4, 5",False,0.100616,,0.201550
is green-brown,fish,"1, 2, 3, 4, 5",False,0.100616,,0.201550
is green-brown,insects,"1, 2, 3, 4, 5",False,0.100616,3.750000,0.201550
is green-brown,reptiles,"1, 2, 3, 4, 5",False,0.100616,5.333333,0.201550
has an udder,mammals,,False,0.014374,3.916667,0.000000
jumps,birds,,False,0.112936,4.083333,0.000000
jumps,fish,,False,0.112936,,0.000000
jumps,insects,,False,0.112936,,0.000000
jumps,mammals,,False,0.112936,4.000000,0.000000
jumps,reptiles,,False,0.112936,3.833333,0.000000
can become pest,insects,"1, 4",False,0.012320,5.583333,0.011364
can become pest,mammals,"1, 4",False,0.012320,,0.011364
can become pest,reptiles,"1, 4",False,0.012320,,0.011364
has a yellow bill,birds,3,True,0.012320,4.583333,0.000000
can have different colors,birds,4,True,0.117043,5.333333,0.275862
can have different colors,fish,4,True,0.117043,5.416667,0.275862
can have different colors,insects,4,True,0.117043,5.083333,0.275862
can have different colors,mammals,4,True,0.117043,4.583333,0.275862
can have different colors,reptiles,4,True,0.117043,5.416667,0.275862
feline,mammals,4,True,0.034908,4.083333,0.000000
eats rats and mice,birds,"2, 3, 5",False,0.022587,,0.187500
eats rats and mice,mammals,"2, 3, 5",False,0.022587,,0.187500
eats rats and mice,reptiles,"2, 3, 5",False,0.022587,5.083333,0.187500
is a carnivore,birds,,False,0.158111,3.333333,0.000000
is a carnivore,fish,,False,0.158111,3.250000,0.000000
is a carnivore,insects,,False,0.158111,,0.000000
is a carnivore,mammals,,False,0.158111,5.250000,0.000000
is a carnivore,reptiles,,False,0.158111,5.166667,0.000000
can live for a long time without food,mammals,"1, 3, 4, 5",False,0.000000,,0.207921
can live for a long time without food,reptiles,"1, 3, 4, 5",False,0.000000,4.916667,0.207921
has round eyes,birds,2,True,0.004107,,0.217054
has round eyes,fish,2,True,0.004107,,0.217054
has round eyes,insects,2,True,0.004107,,0.217054
has round eyes,mammals,2,True,0.004107,,0.217054
has round eyes,reptiles,2,True,0.004107,4.833333,0.217054
eats berries,birds,,False,0.000000,5.166667,0.000000
eats berries,mammals,,False,0.000000,,0.000000
has a mouth,birds,"3, 5",False,0.002053,,0.341085
has a mouth,fish,"3, 5",False,0.002053,5.833333,0.341085
has a mouth,insects,"3, 5",False,0.002053,,0.341085
has a mouth,mammals,"3, 5",False,0.002053,,0.341085
has a mouth,reptiles,"3, 5",False,0.002053,,0.341085
is a carnivore and herbivore,birds,1,True,0.014374,,0.076923
is a carnivore and herbivore,mammals,1,True,0.014374,,0.076923
is a carnivore and herbivore,reptiles,1,True,0.014374,6.000000,0.076923
soft fur,mammals,1,True,0.036961,5.500000,0.758621
more used in agriculture in the past,mammals,"3, 5",False,0.000000,4.000000,0.000000
has downy hair,birds,"1, 2, 3, 4, 5",False,0.000000,5.166667,0.240310
has downy hair,mammals,"1, 2, 3, 4, 5",False,0.000000,,0.240310
the meat is eaten,birds,,False,0.123203,,0.000000
the meat is eaten,fish,,False,0.123203,,0.000000
the meat is eaten,insects,,False,0.123203,,0.000000
the meat is eaten,mammals,,False,0.123203,4.916667,0.000000
the meat is eaten,reptiles,,False,0.123203,,0.000000
has beautiful feathers,birds,"1, 2, 3, 4, 5",False,0.018480,5.416667,0.170543
is short haired,birds,3,True,0.000000,,0.020408
is short haired,mammals,3,True,0.000000,3.916667,0.020408
has a large wingspread,birds,4,True,0.049281,4.916667,0.433333
has a large wingspread,mammals,4,True,0.049281,,0.433333
family of the horse,mammals,5,True,0.014374,4.083333,0.000000
rises early,birds,"1, 2, 3, 4, 5",False,0.002053,5.083333,0.015504
"can be brown, black, white, grey",mammals,"1, 2, 3, 4, 5",False,0.000000,3.916667,0.069767
adores sweetness,insects,1,True,0.039014,5.083333,0.055556
adores sweetness,mammals,1,True,0.039014,,0.055556
attacks,birds,"1, 2, 3, 4, 5",False,0.004107,,0.379845
attacks,fish,"1, 2, 3, 4, 5",False,0.004107,,0.379845
attacks,insects,"1, 2, 3, 4, 5",False,0.004107,,0.379845
attacks,mammals,"1, 2, 3, 4, 5",False,0.004107,4.000000,0.379845
attacks,reptiles,"1, 2, 3, 4, 5",False,0.004107,,0.379845
builds nests at high altitude,birds,4,True,0.000000,5.166667,0.758621
lives in a damp climate,birds,4,True,0.039014,,0.062500
lives in a damp climate,fish,4,True,0.039014,,0.062500
lives in a damp climate,insects,4,True,0.039014,5.083333,0.062500
lives in a damp climate,mammals,4,True,0.039014,,0.062500
lives in a damp climate,reptiles,4,True,0.039014,4.666667,0.062500
has a shield,insects,4,True,0.137577,5.083333,0.000000
has a shield,reptiles,4,True,0.137577,4.833333,0.000000
makes a recognizable sound,birds,,False,0.008214,4.916667,0.000000
makes a recognizable sound,fish,,False,0.008214,,0.000000
makes a recognizable sound,insects,,False,0.008214,,0.000000
makes a recognizable sound,mammals,,False,0.008214,,0.000000
makes a recognizable sound,reptiles,,False,0.008214,,0.000000
breeds rapidly,birds,,False,0.000000,,0.000000
breeds rapidly,fish,,False,0.000000,,0.000000
breeds rapidly,insects,,False,0.000000,,0.000000
breeds rapidly,mammals,,False,0.000000,4.250000,0.000000
breeds rapidly,reptiles,,False,0.000000,,0.000000
prehistoric animal,reptiles,"2, 3",False,0.014374,5.083333,0.020408
looks like a lizard,reptiles,"1, 2, 3, 4, 5",False,0.010267,5.333333,0.038760
is a fish,fish,,False,0.552361,6.333333,0.000000
eats grain,birds,,False,0.045175,5.000000,0.000000
eats grain,mammals,,False,0.045175,3.500000,0.000000
can be dangerous,birds,"1, 2, 3, 4, 5",False,0.020534,,0.480620
can be dangerous,fish,"1, 2, 3, 4, 5",False,0.020534,,0.480620
can be dangerous,insects,"1, 2, 3, 4, 5",False,0.020534,6.083333,0.480620
can be dangerous,mammals,"1, 2, 3, 4, 5",False,0.020534,,0.480620
can be dangerous,reptiles,"1, 2, 3, 4, 5",False,0.020534,,0.480620
intelligent,birds,,False,0.012320,,0.000000
intelligent,fish,,False,0.012320,,0.000000
intelligent,mammals,,False,0.012320,4.416667,0.000000
feels soft,mammals,"3, 5",False,0.061602,4.750000,0.000000
lives in grass,birds,"1, 3, 4, 5",False,0.057495,,0.453125
lives in grass,insects,"1, 3, 4, 5",False,0.057495,5.500000,0.453125
lives in grass,mammals,"1, 3, 4, 5",False,0.057495,,0.453125
lives in grass,reptiles,"1, 3, 4, 5",False,0.057495,,0.453125
lives in tropical areas,birds,5,True,0.057495,3.333333,0.097087
lives in tropical areas,fish,5,True,0.057495,,0.097087
lives in tropical areas,insects,5,True,0.057495,,0.097087
lives in tropical areas,mammals,5,True,0.057495,,0.097087
lives in tropical areas,reptiles,5,True,0.057495,5.250000,0.097087
makes a sound,birds,4,True,0.112936,5.750000,0.315217
makes a sound,fish,4,True,0.112936,3.416667,0.315217
makes a sound,insects,4,True,0.112936,5.583333,0.315217
makes a sound,mammals,4,True,0.112936,,0.315217
makes a sound,reptiles,4,True,0.112936,,0.315217
lives outdoors,birds,"1, 2, 3",False,0.006160,,0.596899
lives outdoors,fish,"1, 2, 3",False,0.006160,,0.596899
lives outdoors,insects,"1, 2, 3",False,0.006160,5.500000,0.596899
lives outdoors,mammals,"1, 2, 3",False,0.006160,,0.596899
lives outdoors,reptiles,"1, 2, 3",False,0.006160,,0.596899
is not very popular among man,birds,,False,0.041068,,0.000000
is not very popular among man,fish,,False,0.041068,,0.000000
is not very popular among man,insects,,False,0.041068,5.083333,0.000000
is not very popular among man,mammals,,False,0.041068,,0.000000
is not very popular among man,reptiles,,False,0.041068,,0.000000
has a sharp view,birds,,False,0.020534,4.750000,0.000000
has a sharp view,mammals,,False,0.020534,,0.000000
is a reptile,reptiles,3,True,0.252567,6.750000,0.952381
is grisly,birds,"3, 4",False,0.034908,1.916667,0.457143
is grisly,fish,"3, 4",False,0.034908,,0.457143
is grisly,insects,"3, 4",False,0.034908,5.083333,0.457143
is grisly,mammals,"3, 4",False,0.034908,,0.457143
is grisly,reptiles,"3, 4",False,0.034908,4.416667,0.457143
exists for ages,birds,"1, 2, 3, 4",False,0.014374,,0.821705
exists for ages,fish,"1, 2, 3, 4",False,0.014374,,0.821705
exists for ages,insects,"1, 2, 3, 4",False,0.014374,,0.821705
exists for ages,mammals,"1, 2, 3, 4",False,0.014374,,0.821705
exists for ages,reptiles,"1, 2, 3, 4",False,0.014374,5.666667,0.821705
has a pointed mouth,birds,"1, 5",False,0.080082,5.416667,0.025000
has a pointed mouth,fish,"1, 5",False,0.080082,3.833333,0.025000
eats seed,birds,"1, 2, 3, 4, 5",False,0.036961,5.916667,0.217054
eats seed,mammals,"1, 2, 3, 4, 5",False,0.036961,,0.217054
wakes up,birds,5,True,0.012320,4.666667,0.000000
wakes up,mammals,5,True,0.012320,,0.000000
has small paws,birds,,False,0.000000,,0.000000
has small paws,insects,,False,0.000000,5.083333,0.000000
has small paws,mammals,,False,0.000000,,0.000000
has small paws,reptiles,,False,0.000000,,0.000000
usually has one young at a time,birds,,False,0.004107,,0.000000
usually has one young at a time,fish,,False,0.004107,,0.000000
usually has one young at a time,mammals,,False,0.004107,4.166667,0.000000
is seasonal,birds,"1, 2, 3, 5",False,0.000000,,0.168317
is seasonal,insects,"1, 2, 3, 5",False,0.000000,5.750000,0.168317
causes itching,insects,"1, 3, 4, 5",False,0.094456,5.416667,0.000000
has a rough skin,fish,,False,0.010267,,0.000000
has a rough skin,mammals,,False,0.010267,,0.000000
has a rough skin,reptiles,,False,0.010267,5.500000,0.000000
flies high,birds,"1, 2, 3, 4, 5",False,0.008214,5.166667,0.186047
is a pet,birds,,False,0.301848,3.500000,0.000000
is a pet,fish,,False,0.301848,4.916667,0.000000
is a pet,mammals,,False,0.301848,4.666667,0.000000
is a pet,reptiles,,False,0.301848,4.666667,0.000000
lots of hair,mammals,1,True,0.006160,4.416667,0.655172
is smart,birds,,False,0.018480,2.916667,0.000000
is smart,fish,,False,0.018480,,0.000000
is smart,mammals,,False,0.018480,4.750000,0.000000
is good for the environment,birds,,False,0.006160,,0.000000
is good for the environment,insects,,False,0.006160,5.416667,0.000000
is good for the environment,mammals,,False,0.006160,,0.000000
is found on plants,fish,5,True,0.022587,,0.020833
is found on plants,insects,5,True,0.022587,5.083333,0.020833
long teeth,fish,3,True,0.004107,,0.095238
long teeth,mammals,3,True,0.004107,4.000000,0.095238
long teeth,reptiles,3,True,0.004107,,0.095238
can climb well,mammals,,False,0.016427,3.750000,0.000000
can climb well,reptiles,,False,0.016427,5.000000,0.000000
is fished for,fish,"1, 3, 4",False,0.174538,5.750000,0.000000
is hunted,birds,1,True,0.135524,5.166667,0.222222
is hunted,fish,1,True,0.135524,5.333333,0.222222
is hunted,mammals,1,True,0.135524,4.583333,0.222222
is hunted,reptiles,1,True,0.135524,,0.222222
has two eyes,birds,4,True,0.049281,6.000000,0.224806
has two eyes,fish,4,True,0.049281,,0.224806
has two eyes,insects,4,True,0.049281,4.583333,0.224806
has two eyes,mammals,4,True,0.049281,6.000000,0.224806
has two eyes,reptiles,4,True,0.049281,6.166667,0.224806
lives nearby the water,birds,1,True,0.067762,,0.062500
lives nearby the water,fish,1,True,0.067762,,0.062500
lives nearby the water,insects,1,True,0.067762,4.916667,0.062500
lives nearby the water,mammals,1,True,0.067762,,0.062500
lives nearby the water,reptiles,1,True,0.067762,5.250000,0.062500
is found in the garden,birds,"1, 2, 3, 4, 5",False,0.020534,5.250000,0.434109
is found in the garden,insects,"1, 2, 3, 4, 5",False,0.020534,5.666667,0.434109
is found in the garden,mammals,"1, 2, 3, 4, 5",False,0.020534,,0.434109
is found in the garden,reptiles,"1, 2, 3, 4, 5",False,0.020534,,0.434109
